1,2,3,4
"You work better on an individual basis, I see that you are  hesitant to share your ideas infront of the class, but you still have wonderful ideas. You could work on opening up and sharing your great ideas in class . I look forward to seeing your growth in participation.","You work better on an individual basis, I see that you are sometimes hesitant to share your ideas infront of the class, but you still have wonderful ideas. You could work on opening up and sharing your great ideas in class . I look forward to seeing your growth in participation.","You work well in small and large groups, I see that you are not afraid to share your ideas infront of the class.","You work very well in small and large groups, I see that you are excited to share your ideas infront of the class. I think you are a stellar example of what participation should look like in class."
